,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
2248,2249,0x3a9db448d0908ae649b6939d8eea09f6ab80ffdf,0,1520.24,4795.52,437653.97,86,64,0,12,26,1,400.735.049,85.850.984,0.0,689.18,64.235.209,0.0,0.0,0.0,150,5.524.228,5.494.462.949.000.000,0.0,-297.650.507,45.0,3.421.596.794,349.718.521,0.0,8.0,14.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,150000.0,1.221.998.855,0.0,198490.0,2.057.167.771,0.0,0.0,0.0,6.0,17.0,Qtum,TenXPay
2249,2250,0x3aa0aed312916c091636a6c433ede3772e53d82b,0,377913.42,11269.86,812176.13,2,5,0,3,1,1.0,14.0,6.0254,0.5,14.5,7.5,0.0,0.0,0.0,7,15.0,30.127,0.0,15.127,14.0,7.981.740.116,0.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6650.0,5.701.242.940.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,None,DEBITUM
2250,2251,0x3aa6d21efb97c58b3693b25fcfbb030519fcb3c7,0,0.0,0.0,304.57,1,1,0,1,1,3.0,3.0,3.0,299.938,299.938,299.938,0.0,0.0,0.0,2,299.938,3.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2251,2252,0x3aa7017acc6c16b19ca8fccc6f56ff2fa2c20f53,0,9988.21,23826.16,189048.28,7,5,0,3,2,4,4.9868,142.696,0.0,5.1168,1.018.722,0.0,0.0,0.0,12,713.105.427,7.1348,0.0,374.573,2.0,493.21,493.11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,493.21,493.21,493.21,493.11,493.11,493.11,0.0,0.0,0.0,1.0,1.0,UG Token,UG Token
2252,2253,0x3aa7affb99feff372328d5c103c665d59b9e988a,0,22.27,1045.39,1552263.87,1261,1458,0,13,3,101.082,5000.0,18.753.396,487.633,499.999.874,2.168.215,0.0,0.0,0.0,2719,2.734.119.168,2.734.245.139,0.0,1.259.710.975,3.0,1553031268.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1553031268.0,517677089.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,Tronix
2253,2254,0x3ab385f444fda42ac9535e816b706efa1536e6d3,0,0.0,16745.47,100472.82,0,6,1,3,0,0.0,10.0,5.780.215,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,3.468.129.065,0.0,3.468.129.065,1.0,5.597.584.879.999.990,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,559.758,559.758,559.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
2254,2255,0x3ab86ef12b497bc4939f14bbc452448099182df6,0,3.76,5100.19,224570.15,43,44,0,28,1,3.909,49.0,9.905.784,303.421,48.998.931,10.135.065,0.0,0.0,0.0,87,4.358.078.112,4.358.545.075,0.0,46.696.362.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2255,2256,0x3ab935652f69c73f023317140402daf77cab278a,0,0.0,3012.62,319337.85,0,106,1,4,0,0.0,422.379,203.145,0.0,0.0,0.0,0.0,0.0,0.0,107,0.0,2.153.339.222,0.0,2.153.339.222,1.0,386.062.038,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,386.062,386.062,386.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
2256,2257,0x3ad0ef7b16773280ae396fd6a3b7f07053441aec,0,348.76,12696.72,328710.23,178,21,0,12,20,0.0,9.183,3.500.582,0.0,14.0,21.995.150.000.000.000,0.0,0.0,0.0,199,3.915.137.472,7.351.222.911,0.0,-3.180.015.180.000.000,202.0,1.709.074.873,6.312.648.735,0.0,9.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,55978.0,16.592.959.939.999.900,0.0,25000.0,637.641.286,0.0,0.0,0.0,9.0,9.0,Ether Token,Bancor
2257,2258,0x3ae0cb388b2c5a2f2a1dfbf56daa6f9090dbc284,0,125.71,2436.45,496574.42,132,197,0,2,2,50.006,0.49,60.154,4.925,1.636.285,89.288,0.0,0.0,0.0,329,117.859.888,1.185.031.309,0.0,64.324.286,3.0,8.037.784.749,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,78.272.767,26.792.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,INS Promo
2258,2259,0x3ae4f87760517dd1abf78f92f5dc4589f37482ed,0,0.0,0.0,33.23,1,1,0,1,1,73.643,73.643,73.643,73.023,73.023,73.023,0.0,0.0,0.0,2,7.302.318,7.364.318,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2259,2260,0x3ae51081bc61bab319c9fe4a27d01af864c9adec,0,7254.65,94500.98,327030.83,6,3,0,3,5,40.818,1.74,615.896,"8,00E-05",1.704.668,307.215,0.0,0.0,0.0,9,184.328.867,184.768.807,0.0,43.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2260,2261,0x3b05500ef6feaa8b685a9ebab34356388139479e,0,163.33,0.0,326.65,2,1,0,1,2,101.0,101.0,101.0,8.037.569.999.999.990,100.195.259,50.499.508,0.0,0.0,0.0,3,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2261,2262,0x3b0bd35ef2d9cbb8469c7e3eaf87d0c4e872e462,0,03.09,0.0,9.28,3,2,0,2,3,942.850.538,1.058.149.462,1000.5,11.279.000.000.000.000,1.366.052.401,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2262,2263,0x3b0e20b3bea1fd1e24dfbbc9d3fcafd30fde8ff8,0,31.07,13.7,139946.33,172,9828,0,1093,3,979,9.486.999.139,30.860.122,40.0,44447.0,1.719.273.256,0.0,0.0,0.0,10000,295715.0,3.032.932.751,0.0,7.578.275.097,32.0,7.140.942.379,6.0,0.0,1.0,23.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,4.832.634.599,23.035.298,6.0,6.0,6.0,0.0,0.0,0.0,1.0,29.0,EOS,INS Promo
2263,2264,0x3b1438e5421d8fef3fe9cf282dbd0bb1ade9d712,0,7.17,3798.53,11417.1,3,3,0,1,1,3.966,6.452,5.404.329.999.999.990,395.497,644.454,539.611,0.0,0.0,0.0,6,1.618.833.978,1.6213,0.0,2.466.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2264,2265,0x3b1b157986b768e7005db272f388bb67ef8252bf,0,160.8,0.84,323.28,2,2,0,2,2,46.658.558,54.341.442,50.5,0.49,100.509.016,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2265,2266,0x3b1c728f90f0b989943bd511d384de0dc98ca5a7,0,21.81,0.0,65.42,3,1,0,1,3,101.0,101.0,101.0,55.572,54.414.911,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2266,2267,0x3b1e1da0e93fabdb5d44541bca2eccbc81480607,0,87.41,8403.19,482827.98,44,57,0,2,1,26.239,1.011.923,76.313,546.605,200.087,98.721,0.0,0.0,0.0,101,4.343.725.103,4.349.842.197,0.0,61.170.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2267,2268,0x3b2fb560f98ded4f953c15469a7c1dff60d9423e,0,0.0,0.0,06.02,1,1,0,1,1,1.016.519,1.016.519,1.016.519,1.015.183,1.015.183,1.015.183,0.0,0.0,0.0,2,101.518.333,101.651.922,0.0,133.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2268,2269,0x3b32735c8897fee5a548e78318bd9427ca587d0b,0,2018.85,5951.41,350376.05,35,47,0,1,2,10.413,199.953,158.842,48.599,598.476,212.792,0.0,0.0,0.0,82,744.770.264,7.465.559.308,0.0,17.856.668,1.0,7.77e-16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,INS Promo
2269,2270,0x3b459fd16400e324734fe328083749fd8a678931,0,0.0,6028.68,198946.48,0,33,1,2,0,0.0,1.004.533,904.827,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,2.985.930.017,0.0,2.985.930.017,2.0,1.404.963.472,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,42.353,981.434,7.024.819.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
2270,2271,0x3b46ae2118ec201e73f751f76374d6a524df7420,0,0.0,0.0,2.68,1,1,0,1,1,454.387,454.387,454.387,453.916,453.916,453.916,0.0,0.0,0.0,2,453.915.794,45.438.743,0.0,471.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2271,2272,0x3b4f8d78033f95038f1782df385c13ecc2155a49,0,0.0,0.0,0.0,0,1,0,1,0,3.77,3.77,3.77,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.77,0.0,3.77,7.0,5.333.204.862,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,454.058.888,76.188.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,None,XENON
2272,2273,0x3b53ac518414c5104b4695675d8a32c200d56073,0,0.0,214.21,909754.48,0,4247,1,932,0,0.0,1.0,48,0.0,0.0,0.0,0.0,0.0,0.0,4248,0.0,2.036.687.015,0.0,2.036.687.015,4.0,"2,00E-06",0.0,"2,00E-06",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"2,00E-06","1,00E-06",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Bilian
2273,2274,0x3b56290029d1db9ea49a8fc1f2c78c5cb23ab00a,0,0.0,5399.48,226778.27,0,42,1,4,0,0.0,1.003.235,8.053.859.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,3.382.622.659,0.0,3.382.622.659,2.0,6.943.211.309.999.990,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,317.599,376.722,347.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
2274,2275,0x3b562b660863eb2efe71009cf4318469ec7ce29b,0,160.91,0.84,323.5,2,2,0,2,2,49.008.322,51.991.678,50.5,568.372,100.430.644,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2275,2276,0x3b5da560cea12f6285b0c9e91fc8b6d81d777a14,0,162.18,0.6,325.57,2,2,0,2,2,40.734.961,60.265.039,50.5,999.405,99.999.611,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2276,2277,0x3b6352626e7cfcde0117a8c31493709671323021,0,0.0,2289.76,228976.47,0,100,1,5,0,0.0,4.846,95.769,0.0,0.0,0.0,0.0,0.0,0.0,101,0.0,9.576.903.228,0.0,9.576.903.228,2.0,1.946.535.743,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,512.998,1.433.537,973.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
2277,2278,0x3b6969198aa794aac16feeea051a345bd806a16e,0,7.14,52.71,295192.13,5089,4911,0,5,5067,995,1.420.130.877,125.373.384,739,99.999.458,127.021.936,0.0,0.0,0.0,10000,6.464.146.298,6.157.086.876,0.0,-3.070.594.223,9.0,3.410.794.978,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,3.789.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,None,www.pnztrust.com
2278,2279,0x3b6f10dd1a0f398b4e6a2b094947b7ffdad90937,0,161.04,1.78,325.65,2,2,0,2,2,33.932.959.999.999.900,6.706.704,50.5,162.579,100.836.437,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2279,2280,0x3b846672eeb17b6e47a3792dd6705a6d297e6e46,0,0.0,5669.69,226787.75,0,40,1,8,0,0.0,40.0,7.881.388,0.0,0.0,0.0,0.0,0.0,0.0,41,0.0,315.255.538,0.0,315.255.538,4.0,6.116.986.907,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,17.035,600.0,15.292.467.299.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,DATAcoin
2280,2281,0x3b89947e35745e389fea8182f0b6c583d1127967,0,0.0,2983.77,226766.85,0,76,1,6,0,0.0,103.3,18.914.845,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,14.375.282,0.0,14.375.282,3.0,127.369.647,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,455.305,10.815.229,4.245.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,DATAcoin
2281,2282,0x3b964b4b9b85960693598f978dbed7dacda07944,0,0.0,30339.75,273057.78,0,9,1,2,0,36.506,1.000.251,34.070.900.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,3.066.385.239,0.0,3.066.385.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2282,2283,0x3b9753f3331645e26691f40191f78065dc7cd68c,0,0.0,0.0,6.1,1,1,0,1,1,199.608,199.608,199.608,199.136,199.136,199.136,0.0,0.0,0.0,2,199.135.945,199.607.581,0.0,471.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2283,2284,0x3b9943c9b92e6e15cf299349f158bab8c519f9ed,0,73.72,5049.43,839386.13,153,164,0,2,1,13.249,15.355.131,1.233.799,502.301,15.366.864,1.321.592,0.0,0.0,0.0,317,2.022.035.991,2.023.429.773,0.0,13.937.816,1.0,6.66e-16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,WinETHFree
2284,2285,0x3b99e22dbd1eab7c092cfdc5fed60788958c2857,0,51087.09,19369.78,466806.08,8,3,0,2,8,14.673,7.910.700.000.000.000,42.439,0.0,43.887,15.567,0.0,0.0,0.0,11,124.533.527,12.731.818,0.0,2.784.653,6.0,2.056.622.455,2.056.622.455,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.056.622,685.541,0.0,2.056.622,685.541,0.0,0.0,0.0,3.0,3.0,Civic,Civic
2285,2286,0x3ba25fea5b1d031cb3bb85920a29c950baf6429a,0,0.0,1929.89,291413.78,0,151,1,5,0,0.0,54.99,1.215.183,0.0,0.0,0.0,0.0,0.0,0.0,152,0.0,1.834.927.076,0.0,1.834.927.076,5.0,6.078.273.022.000.000,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,600.0,12.156.546.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,None,OmiseGO
2286,2287,0x3ba825dd6a7a0c8ed88c366cf81fa0d605d417d2,0,162.18,0.37,325.1,2,2,0,2,2,31.356.211,69.643.789,50.5,2.0,98.999.016,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2287,2288,0x3bb991f090c564334b7eabf63924961291510810,0,31730.32,4592.35,426687.28,12,10,0,3,6,95,29.903.729,5.403.581,0.0,290.087,4.918.225,0.0,0.0,0.0,22,5.901.869.999,5.403.580.702,0.0,-4.982.892.965,24.0,4.535.143.645,111.143.016,0.0,3.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,116.477.275,226.757.182,0.11,1099.98,27.785.754,0.0,0.0,0.0,3.0,16.0,REP,REP
2288,2289,0x3bbe0588ecb760a8f22b9d4c20183f5c9ad6c21c,0,0.0,373502.99,747016.12,1,2,0,2,1,240.521,5.034.407,2.637.464,234.521,234.521,234.521,0.0,0.0,0.0,3,234.521,5.274.928,0.0,5.040.407,1.0,4.76e-08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Patientory
2289,2290,0x3bc4635c70f259938d8216f17443a72df0747a28,0,3.94,0.0,11.82,3,2,0,2,3,639.830.076,1.361.169.924,1000.5,1.0,11.689.263.529.999.900,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2290,2291,0x3bc55508851a02d05dd9d5825071b492beeb1df9,0,187079.53,12154.99,894178.02,4,12,0,4,1,0.09,53.011.119,873.961,1.1e-05,103.584.307,26.218.424,0.0,0.0,0.0,16,1.048.736.978,1.048.753.148,0.0,16.170.000.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2291,2292,0x3bcca5956ef09efebb5652acf3ad77ba2be2b04e,0,41.24,1170.44,1274123.52,1180,1047,0,16,831,0.1,1.270.708.419,220.622.704,538,34.993.018.840.000.000,195.755.349,0.0,0.0,0.0,2227,2.309.913.113,2.309.919.711,0.0,659.788.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2292,2293,0x3bccb89d614c82a32dcddc8a177158b30964a67d,0,48.35,3501.52,564285.68,156,159,0,3,1,0.99,22.287.038,1.604.949,98.958,22.286.618,1.635.393,0.0,0.0,0.0,315,2.551.213.207,2.551.868.407,0.0,6.552.000.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2293,2294,0x3bd0dcb9952541d9125321e76d13dcac3096e103,0,0.0,0.0,19.08,1,1,0,1,1,0.25,0.25,0.25,249.496,249.496,249.496,0.0,0.0,0.0,2,249.496,0.25,0.0,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2294,2295,0x3bd19237a2f9041d87fe2e24e6f981010fdd3f84,0,0.67,15574.88,31151.08,2,2,0,1,2,4.495,4.995,4.745,449.374,499.416,474.395,0.0,0.0,0.0,4,9.4879,9.49,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2295,2296,0x3bd22cc67cb5bdfb0c8ae0448269be10df015631,0,0.0,30250.38,60500.77,0,2,1,2,0,0.0,55.123.449,27.561.724,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,5.512.344.882,0.0,5.512.344.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2296,2297,0x3bd7962d5e7cc5d6b9e8b8cde60eca5e8d3a6db2,0,6.67,66745.12,200255.38,3,3,0,3,1,0.55,4.98,2.623.333,545.513,4.977.311,2.620.523,0.0,0.0,0.0,6,786.157.047,7.87,0.0,842.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2297,2298,0x3bdb4643a61bb1f172f13fe6d4c2d1092f7a3858,0,2.64,313.51,14221.27,43,45,0,2,1,5,14.114.526,3.467.268,8.932.999.999.999.990,1.499.758,3.628.116,0.0,0.0,0.0,88,15.600.898.569.999.900,1.560.270.457,0.0,1.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2298,2299,0x3bddd9b6da94def30cd19d786ede34eaee0c8c0e,0,18509.58,12261.06,454603.2,8,25,0,22,8,14,6.335.003,1.030.983,28.472.000.000.000.000,11.436.298,34.285.730.000.000.000,0.0,0.0,0.0,33,2.742.858.237,257.745.665,0.0,-16.540.158.669.999.900,1.0,20.685.209.980.000.000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.068.521,2.068.521,2.068.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Livepeer Token
2299,2300,0x3bdee90626d2388c7a439013bc86bf561084d698,0,49270.89,2747.71,205326.7,4,3,0,2,1,9.994.264,14.898.853,11.819.929,4.861,14.895.853,8.864.419,0.0,0.0,0.0,7,3.545.767.562,3.545.978.652,0.0,21.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2300,2301,0x3be81e78de352fb29b6b45af9d5f99957912203d,0,0.0,7728.89,100475.57,0,13,1,5,0,0.0,109.18,25.953.565,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,33.739.634,0.0,33.739.634,1.0,1.992.907.856,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.992.908,1.992.908,1.992.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
2301,2302,0x3bf73dcd454480a92251bd626ffb28d8a493ba74,0,2.43,17983.02,143883.58,8,8,0,5,1,0.5,22.0,4.999.948.000.000.000,49.943,21.999.457,499.934,0.0,0.0,0.0,16,3.999.472.071,3.999.958,0.0,4.859.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2302,2303,0x3bfe060a5fdc5d1ab4ceba386352c93e43e31291,0,0.0,0.0,671.3,1,1,0,1,1,999.118,999.118,999.118,998.498,998.498,998.498,0.0,0.0,0.0,2,998.498,999.118,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2303,2304,0x3c0c830965143df19f9fecbb19b6030ddf740d50,0,22.21,0.0,66.62,3,1,0,1,3,101.0,101.0,101.0,888.928,66.016.821,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2304,2305,0x3c14e4712300df4a3466ccaba2b8133faa4326f9,0,156.18,0.0,312.37,2,1,0,1,2,101.0,101.0,101.0,2.0,98.999.016,50.499.508,0.0,0.0,0.0,3,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2305,2306,0x3c1faf665b143a32230efd6ee836ae3c22e8f954,0,0.0,0.0,10.28,1,1,0,1,1,70.631,70.631,70.631,70.011,70.011,70.011,0.0,0.0,0.0,2,700.111,706.311,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
